A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
12053,218,0.0006,21,0.0005
12054,218,0.0006,15,0.0007
12055,218,0.0006,21,0.0005
12057,218,0.0006,21,0.0005
12058,218,0.0006,21,0.0005
12059,218,0.0006,21,0.0005
12060,218,0.0006,21,0.0005
12061,218,0.0006,21,0.0005
12062,218,0.0006,21,0.0005
12063,218,0.0006,21,0.0005
12065,218,0.0006,21,0.0005
12066,218,0.0006,21,0.0005
12067,218,0.0006,21,0.0005
12068,218,0.0006,21,0.0005
12070,218,0.0006,21,0.0005
12071,218,0.0006,21,0.0005
12072,218,0.0006,21,0.0005
12073,218,0.0006,21,0.0005
12074,218,0.0006,21,0.0005
12075,218,0.0006,21,0.0005
12076,218,0.0006,21,0.0005
12077,218,0.0006,0,0.0000
12079,218,0.0006,43,0.0006
12080,218,0.0006,0,0.0000
12081,218,0.0006,0,0.0000
12082,218,0.0006,43,0.0006
12083,218,0.0006,43,0.0006
12086,218,0.0006,43,0.0006
12087,218,0.0006,43,0.0006
12088,218,0.0006,43,0.0006
12091,218,0.0006,43,0.0006
12092,218,0.0006,43,0.0006
12093,218,0.0006,43,0.0006
12095,218,0.0006,43,0.0006
12096,218,0.0006,43,0.0006
12097,218,0.0006,43,0.0006
12099,218,0.0006,43,0.0006
12100,218,0.0006,43,0.0006
12101,218,0.0006,43,0.0006
12102,218,0.0006,43,0.0006
12104,218,0.0006,43,0.0006
12105,218,0.0006,43,0.0006
12107,218,0.0006,43,0.0006
12109,218,0.0006,43,0.0006
12110,218,0.0006,43,0.0006
12111,218,0.0006,43,0.0006
12112,218,0.0006,43,0.0006
12113,218,0.0006,43,0.0006
12114,218,0.0006,43,0.0006
12115,218,0.0006,43,0.0006
12116,218,0.0006,43,0.0006
12117,218,0.0006,43,0.0006
12118,218,0.0006,43,0.0006
12119,218,0.0006,43,0.0006
12120,218,0.0006,43,0.0006
12121,218,0.0006,43,0.0006
12122,218,0.0006,43,0.0006
12123,218,0.0006,43,0.0006
12124,218,0.0006,43,0.0006
12126,218,0.0006,29,0.0013
12127,218,0.0006,29,0.0013
12128,218,0.0006,29,0.0013
12129,218,0.0006,29,0.0013
12131,218,0.0006,29,0.0013
12132,218,0.0006,29,0.0013
12133,79,0.0005,6,0.0008
12136,79,0.0005,6,0.0008
12137,79,0.0005,6,0.0008
12138,79,0.0005,6,0.0008
12139,79,0.0005,6,0.0008
12140,79,0.0005,6,0.0008
12141,79,0.0005,24,0.0003
12143,79,0.0005,24,0.0003
12144,79,0.0005,24,0.0003
12145,79,0.0005,24,0.0003
12146,79,0.0005,24,0.0003
12147,79,0.0005,24,0.0003
12148,79,0.0005,24,0.0003
12149,79,0.0005,24,0.0003
12150,79,0.0005,24,0.0003
12151,79,0.0005,24,0.0003
12156,79,0.0005,24,0.0003
12157,79,0.0005,24,0.0003
12158,79,0.0005,24,0.0003
12160,79,0.0005,24,0.0003
12161,79,0.0005,24,0.0003
12162,79,0.0005,24,0.0003
12163,79,0.0005,24,0.0003
12165,79,0.0005,24,0.0003
12166,79,0.0005,24,0.0003
12167,79,0.0005,24,0.0003
12168,79,0.0005,24,0.0003
12169,79,0.0005,24,0.0003
12170,79,0.0005,24,0.0003
12171,79,0.0005,24,0.0003
12172,79,0.0005,24,0.0003
12173,79,0.0005,24,0.0003
12174,79,0.0005,24,0.0003
12175,79,0.0005,24,0.0003
12176,79,0.0005,24,0.0003
12177,79,0.0005,24,0.0003
12178,79,0.0005,24,0.0003
12179,79,0.0005,24,0.0003
12180,79,0.0005,24,0.0003
12181,79,0.0005,24,0.0003
12182,79,0.0005,24,0.0003
12183,79,0.0005,24,0.0003
12184,79,0.0005,24,0.0003
12185,79,0.0005,24,0.0003
12186,79,0.0005,24,0.0003
12188,79,0.0005,24,0.0003
12189,79,0.0005,24,0.0003
12190,79,0.0005,24,0.0003
12191,79,0.0005,24,0.0003
12192,79,0.0005,24,0.0003
12193,79,0.0005,24,0.0003
12195,79,0.0005,4,0.0006
12196,79,0.0005,4,0.0006
12197,79,0.0005,4,0.0006
12198,79,0.0005,4,0.0006
12199,79,0.0005,4,0.0006
12200,79,0.0005,4,0.0006
12201,79,0.0005,4,0.0006
12202,79,0.0005,9,0.0011
12203,79,0.0005,9,0.0011
12204,79,0.0005,9,0.0011
12206,79,0.0005,9,0.0011
12207,79,0.0005,9,0.0011
12208,79,0.0005,9,0.0011
12209,79,0.0005,9,0.0011
12210,79,0.0005,9,0.0011
12211,79,0.0005,9,0.0011
12212,79,0.0005,9,0.0011
12213,79,0.0005,9,0.0011
12216,79,0.0005,28,0.0006
12217,79,0.0005,28,0.0006
12218,79,0.0005,28,0.0006
12220,79,0.0005,28,0.0006
12221,79,0.0005,28,0.0006
12224,79,0.0005,28,0.0006
12225,79,0.0005,28,0.0006
12228,79,0.0005,28,0.0006
12229,79,0.0005,28,0.0006
12230,79,0.0005,28,0.0006
12231,79,0.0005,28,0.0006
12232,79,0.0005,28,0.0006
12233,79,0.0005,28,0.0006
12235,79,0.0005,28,0.0006
12236,79,0.0005,28,0.0006
12237,79,0.0005,28,0.0006
12238,79,0.0005,28,0.0006
12239,79,0.0005,28,0.0006
12240,79,0.0005,28,0.0006
12242,79,0.0005,28,0.0006
12243,79,0.0005,28,0.0006
12244,79,0.0005,28,0.0006
12245,79,0.0005,28,0.0006
12246,79,0.0005,28,0.0006
12247,79,0.0005,28,0.0006
12250,79,0.0005,28,0.0006
12251,79,0.0005,28,0.0006
12252,79,0.0005,28,0.0006
12253,79,0.0005,28,0.0006
12254,79,0.0005,28,0.0006
12255,79,0.0005,28,0.0006
12256,79,0.0005,28,0.0006
12257,79,0.0005,28,0.0006
12258,79,0.0005,28,0.0006
12259,79,0.0005,28,0.0006
12260,79,0.0005,28,0.0006
12261,79,0.0005,28,0.0006
12262,79,0.0005,28,0.0006
12263,79,0.0005,28,0.0006
12265,79,0.0005,28,0.0006
12266,79,0.0005,28,0.0006
12267,79,0.0005,28,0.0006
12268,79,0.0005,28,0.0006
12269,79,0.0005,28,0.0006
12273,79,0.0005,0,0.0000
12275,210,0.0006,8,0.0004
12276,79,0.0005,0,0.0000
12277,79,0.0005,0,0.0000
12278,79,0.0005,0,0.0000
12279,79,0.0005,0,0.0000
12280,79,0.0005,6,0.0005
12282,79,0.0005,6,0.0005
12286,79,0.0005,6,0.0005
12288,79,0.0005,6,0.0005
12292,79,0.0005,6,0.0005
12293,79,0.0005,6,0.0005
12294,79,0.0005,6,0.0005
12295,79,0.0005,6,0.0005
12298,79,0.0005,6,0.0005
12302,79,0.0005,2,0.0003
12303,79,0.0005,2,0.0003
12304,79,0.0005,2,0.0003
12305,79,0.0005,2,0.0003
12306,79,0.0005,2,0.0003
12310,83,0.0005,12,0.0006
12311,83,0.0005,12,0.0006
12312,83,0.0005,12,0.0006
12314,83,0.0005,12,0.0006
12316,83,0.0005,12,0.0006
12317,83,0.0005,12,0.0006
12318,83,0.0005,12,0.0006
12319,83,0.0005,12,0.0006
12320,83,0.0005,12,0.0006
12321,83,0.0005,12,0.0006
12323,83,0.0005,12,0.0006
12324,83,0.0005,12,0.0006
12325,83,0.0005,12,0.0006
12326,83,0.0005,4,0.0006
12327,83,0.0005,4,0.0006
12328,83,0.0005,4,0.0006
12329,83,0.0005,4,0.0006
12330,83,0.0005,4,0.0006
12331,83,0.0005,8,0.0013
12332,83,0.0005,8,0.0013
12333,83,0.0005,1,0.0002
12334,83,0.0005,8,0.0013
12335,83,0.0005,8,0.0013
12337,83,0.0005,6,0.0010
12338,83,0.0005,6,0.0010
12339,83,0.0005,6,0.0010
12340,83,0.0005,6,0.0010
12343,83,0.0005,1,0.0001
12344,83,0.0005,1,0.0001
12346,83,0.0005,1,0.0001
12347,83,0.0005,1,0.0001
12348,83,0.0005,1,0.0001
12349,83,0.0005,1,0.0001
12351,83,0.0005,1,0.0002
12353,83,0.0005,1,0.0002
12355,83,0.0005,1,0.0002
12359,83,0.0005,10,0.0012
12360,83,0.0005,10,0.0012
12361,83,0.0005,10,0.0012
12363,83,0.0005,10,0.0012
12364,83,0.0005,10,0.0012
12367,83,0.0005,10,0.0012
12368,83,0.0005,10,0.0012
12370,83,0.0005,10,0.0012
12371,83,0.0005,10,0.0012
12372,83,0.0005,10,0.0012
12374,83,0.0005,0,0.0000
12378,83,0.0005,0,0.0000
12379,83,0.0005,0,0.0000
12380,83,0.0005,0,0.0000
12381,83,0.0005,8,0.0005
12385,83,0.0005,8,0.0005
12387,83,0.0005,8,0.0005
12388,83,0.0005,8,0.0005
12389,83,0.0005,8,0.0005
12390,83,0.0005,8,0.0005
12391,83,0.0005,8,0.0005
12392,83,0.0005,8,0.0005
12393,83,0.0005,8,0.0005
12395,83,0.0005,8,0.0005
12398,83,0.0005,13,0.0002
12399,83,0.0005,13,0.0002
12401,83,0.0005,13,0.0002
12402,83,0.0005,13,0.0002
12403,83,0.0005,13,0.0002
12404,83,0.0005,13,0.0002
12406,83,0.0005,13,0.0002
12407,83,0.0005,13,0.0002
12408,83,0.0005,13,0.0002
12409,83,0.0005,13,0.0002
12413,83,0.0005,13,0.0002
12414,83,0.0005,13,0.0002
12415,83,0.0005,13,0.0002
12416,83,0.0005,13,0.0002
12417,83,0.0005,13,0.0002
12419,83,0.0005,13,0.0002
12421,83,0.0005,13,0.0002
12423,83,0.0005,13,0.0002
12424,83,0.0005,13,0.0002
12425,83,0.0005,13,0.0002
12426,83,0.0005,13,0.0002
12427,83,0.0005,13,0.0002
12428,83,0.0005,13,0.0002
12429,83,0.0005,13,0.0002
12430,83,0.0005,13,0.0002
12432,83,0.0005,16,0.0006
12435,83,0.0005,16,0.0006
12438,83,0.0005,16,0.0006
12440,83,0.0005,16,0.0006
12441,83,0.0005,16,0.0006
12443,83,0.0005,16,0.0006
12444,83,0.0005,16,0.0006
12445,83,0.0005,16,0.0006
12446,83,0.0005,16,0.0006
12447,83,0.0005,16,0.0006
12448,83,0.0005,16,0.0006
12451,83,0.0005,16,0.0006
12452,83,0.0005,16,0.0006
12453,83,0.0005,16,0.0006
12454,83,0.0005,16,0.0006
12455,83,0.0005,16,0.0006
12457,83,0.0005,16,0.0006
12459,83,0.0005,3,0.0007
12460,83,0.0005,3,0.0007
12461,83,0.0005,3,0.0007
12462,83,0.0005,3,0.0007
12463,83,0.0005,1,0.0001
12464,83,0.0005,1,0.0001
12465,83,0.0005,1,0.0001
12467,83,0.0005,1,0.0001
12468,83,0.0005,1,0.0001
12470,83,0.0005,1,0.0001
12471,83,0.0005,1,0.0001
12472,83,0.0005,1,0.0001
12474,83,0.0005,1,0.0001
12475,210,0.0006,1,0.0001
12476,210,0.0006,2,0.0001
12477,210,0.0006,1,0.0001
12478,210,0.0006,1,0.0001
12481,210,0.0006,1,0.0001
12482,210,0.0006,1,0.0001
12483,210,0.0006,1,0.0001
12484,210,0.0006,1,0.0001
12485,210,0.0006,1,0.0001
12486,210,0.0006,2,0.0001
12488,210,0.0006,2,0.0001
12491,210,0.0006,2,0.0001
12492,210,0.0006,2,0.0001
12495,210,0.0006,2,0.0001
12498,210,0.0006,2,0.0001
12503,210,0.0006,2,0.0001
12504,210,0.0006,2,0.0001
12506,210,0.0006,0,0.0000
12507,210,0.0006,0,0.0000
12508,210,0.0006,10,0.0008
12509,210,0.0006,10,0.0008
12511,210,0.0006,10,0.0008
12512,210,0.0006,10,0.0008
12513,210,0.0006,10,0.0008
12514,210,0.0006,10,0.0008
12517,210,0.0006,10,0.0008
12518,210,0.0006,10,0.0008
12519,210,0.0006,10,0.0008
12520,210,0.0006,10,0.0008
12521,210,0.0006,10,0.0008
12522,210,0.0006,10,0.0008
12523,210,0.0006,0,0.0000
12524,210,0.0006,0,0.0000
12525,210,0.0006,0,0.0000
12526,210,0.0006,0,0.0000
12528,210,0.0006,0,0.0000
12529,210,0.0006,0,0.0000
12530,210,0.0006,9,0.0014
12531,210,0.0006,9,0.0014
12532,210,0.0006,9,0.0014
12534,210,0.0006,9,0.0014
12535,210,0.0006,7,0.0007
12536,210,0.0006,7,0.0007
12538,210,0.0006,7,0.0007
12539,210,0.0006,7,0.0007
12540,210,0.0006,5,0.0006
12542,210,0.0006,7,0.0007
12543,210,0.0006,7,0.0007
12544,210,0.0006,36,0.0007
12545,210,0.0006,36,0.0007
12547,210,0.0006,36,0.0007
12548,210,0.0006,36,0.0007
12549,279,0.0006,40,0.0015
12553,210,0.0006,36,0.0007
12554,210,0.0006,36,0.0007
12558,210,0.0006,36,0.0007
12560,210,0.0006,36,0.0007
12563,210,0.0006,36,0.0007
12564,210,0.0006,36,0.0007
12565,210,0.0006,36,0.0007
12567,210,0.0006,36,0.0007
12568,210,0.0006,36,0.0007
12569,210,0.0006,36,0.0007
12570,210,0.0006,36,0.0007
12571,210,0.0006,36,0.0007
12572,210,0.0006,36,0.0007
12573,210,0.0006,36,0.0007
12574,210,0.0006,36,0.0007
12575,210,0.0006,36,0.0007
12576,210,0.0006,36,0.0007
12577,210,0.0006,36,0.0007
12579,210,0.0006,36,0.0007
12580,210,0.0006,36,0.0007
12581,210,0.0006,36,0.0007
12582,210,0.0006,36,0.0007
12583,210,0.0006,36,0.0007
12585,210,0.0006,8,0.0004
12586,210,0.0006,8,0.0004
12589,210,0.0006,8,0.0004
12591,210,0.0006,8,0.0004
12592,210,0.0006,8,0.0004
12593,210,0.0006,8,0.0004
12596,210,0.0006,8,0.0004
12597,210,0.0006,8,0.0004
12598,210,0.0006,8,0.0004
12599,210,0.0006,8,0.0004
12600,210,0.0006,8,0.0004
12601,210,0.0006,8,0.0004
12602,210,0.0006,7,0.0005
12606,210,0.0006,7,0.0005
12611,210,0.0006,7,0.0005
12612,210,0.0006,7,0.0005
12613,210,0.0006,7,0.0005
12614,210,0.0006,7,0.0005
12617,210,0.0006,7,0.0005
12618,210,0.0006,7,0.0005
12619,210,0.0006,7,0.0005
12620,210,0.0006,7,0.0005
12621,210,0.0006,7,0.0005
12622,210,0.0006,6,0.0004
12623,210,0.0006,6,0.0004
12624,404,0.0005,39,0.0004
12625,210,0.0006,6,0.0004
12626,210,0.0006,6,0.0004
12627,210,0.0006,6,0.0004
12628,210,0.0006,6,0.0004
12629,210,0.0006,6,0.0004
12630,210,0.0006,6,0.0004
12631,210,0.0006,6,0.0004
12632,210,0.0006,6,0.0004
12633,210,0.0006,55,0.0007
12634,210,0.0006,6,0.0004
12636,210,0.0006,6,0.0004
12639,210,0.0006,5,0.0006
12641,210,0.0006,5,0.0006
12642,210,0.0006,5,0.0006
12644,210,0.0006,5,0.0006
12645,210,0.0006,8,0.0006
12646,210,0.0006,8,0.0006
12647,210,0.0006,8,0.0006
12648,210,0.0006,8,0.0006
12649,210,0.0006,8,0.0006
12650,210,0.0006,8,0.0006
12651,210,0.0006,8,0.0006
12652,210,0.0006,8,0.0006
12655,210,0.0006,11,0.0005
12656,210,0.0006,11,0.0005
12659,210,0.0006,11,0.0005
12660,210,0.0006,11,0.0005
12662,210,0.0006,0,0.0000
12665,210,0.0006,0,0.0000
12666,210,0.0006,0,0.0000
12667,210,0.0006,0,0.0000
12668,210,0.0006,3,0.0006
12670,210,0.0006,3,0.0006
12671,210,0.0006,3,0.0006
12672,210,0.0006,3,0.0006
12673,210,0.0006,3,0.0006
12674,210,0.0006,3,0.0006
12675,210,0.0006,3,0.0006
12676,210,0.0006,3,0.0006
12677,210,0.0006,3,0.0006
12678,210,0.0006,1,0.0002
12681,210,0.0006,1,0.0002
12682,210,0.0006,1,0.0002
12683,210,0.0006,11,0.0006
12684,210,0.0006,11,0.0006
12685,210,0.0006,11,0.0006
12686,210,0.0006,11,0.0006
12687,210,0.0006,11,0.0006
12688,210,0.0006,11,0.0006
12691,210,0.0006,11,0.0006
12692,210,0.0006,11,0.0006
12693,210,0.0006,11,0.0006
12694,210,0.0006,11,0.0006
12695,210,0.0006,11,0.0006
12696,210,0.0006,11,0.0006
12697,210,0.0006,1,0.0002
12698,210,0.0006,1,0.0002
12701,210,0.0006,55,0.0007
12702,210,0.0006,1,0.0002
12706,210,0.0006,1,0.0002
12708,210,0.0006,15,0.0011
12709,210,0.0006,15,0.0011
12710,210,0.0006,15,0.0011
12711,210,0.0006,15,0.0011
12713,210,0.0006,10,0.0005
12714,210,0.0006,10,0.0005
12715,210,0.0006,10,0.0005
12717,210,0.0006,10,0.0005
12718,210,0.0006,10,0.0005
12719,210,0.0006,10,0.0005
12723,210,0.0006,10,0.0005
12724,210,0.0006,10,0.0005
12725,210,0.0006,10,0.0005
12726,210,0.0006,4,0.0005
12727,210,0.0006,4,0.0005
12728,210,0.0006,4,0.0005
12732,210,0.0006,4,0.0005
12733,210,0.0006,4,0.0005
12734,210,0.0006,4,0.0005
12736,210,0.0006,55,0.0007
12737,210,0.0006,55,0.0007
12738,210,0.0006,55,0.0007
12740,210,0.0006,55,0.0007
12743,210,0.0006,55,0.0007
12745,210,0.0006,55,0.0007
12746,210,0.0006,55,0.0007
12748,210,0.0006,55,0.0007
12749,210,0.0006,55,0.0007
12750,210,0.0006,55,0.0007
12751,210,0.0006,55,0.0007
12752,210,0.0006,55,0.0007
12753,210,0.0006,55,0.0007
12754,210,0.0006,55,0.0007
12756,210,0.0006,55,0.0007
12758,210,0.0006,55,0.0007
12759,210,0.0006,55,0.0007
12760,210,0.0006,55,0.0007
12761,210,0.0006,55,0.0007
12762,210,0.0006,55,0.0007
12765,210,0.0006,55,0.0007
12766,210,0.0006,55,0.0007
12767,210,0.0006,55,0.0007
12769,210,0.0006,55,0.0007
12770,210,0.0006,55,0.0007
12771,210,0.0006,55,0.0007
12772,210,0.0006,55,0.0007
12773,210,0.0006,55,0.0007
12774,210,0.0006,55,0.0007
12775,210,0.0006,55,0.0007
12776,210,0.0006,55,0.0007
12777,210,0.0006,55,0.0007
12778,210,0.0006,55,0.0007
12779,279,0.0006,2,0.0002
12780,279,0.0006,2,0.0002
12782,279,0.0006,2,0.0002
12785,279,0.0006,2,0.0002
12787,279,0.0006,2,0.0002
12788,279,0.0006,9,0.0003
12791,279,0.0006,9,0.0003
12793,279,0.0006,9,0.0003
12794,279,0.0006,9,0.0003
12795,279,0.0006,9,0.0003
12796,279,0.0006,9,0.0003
12797,279,0.0006,9,0.0003
12798,279,0.0006,9,0.0003
12800,279,0.0006,9,0.0003
12801,279,0.0006,9,0.0003
12803,279,0.0006,9,0.0003
12804,279,0.0006,9,0.0003
12805,279,0.0006,9,0.0003
12806,279,0.0006,9,0.0003
12807,279,0.0006,9,0.0003
12808,279,0.0006,9,0.0003
12809,279,0.0006,9,0.0003
12810,279,0.0006,9,0.0003
12811,279,0.0006,1,0.0003
12812,279,0.0006,1,0.0003
12813,279,0.0006,1,0.0003
12814,279,0.0006,1,0.0003
12815,279,0.0006,1,0.0003
12816,279,0.0006,1,0.0003
12817,279,0.0006,1,0.0003
12818,279,0.0006,1,0.0003
12820,279,0.0006,9,0.0008
12821,279,0.0006,9,0.0008
12823,279,0.0006,9,0.0008
12825,279,0.0006,9,0.0008
12826,279,0.0006,9,0.0008
12827,279,0.0006,9,0.0008
12828,279,0.0006,9,0.0008
12829,279,0.0006,9,0.0008
12830,279,0.0006,9,0.0008
12831,279,0.0006,9,0.0008
12833,279,0.0006,3,0.0001
12834,279,0.0006,3,0.0001
12835,279,0.0006,3,0.0001
12836,279,0.0006,3,0.0001
12837,279,0.0006,3,0.0001
12838,279,0.0006,3,0.0001
12839,279,0.0006,3,0.0001
12841,279,0.0006,3,0.0001
12842,279,0.0006,3,0.0001
12843,279,0.0006,3,0.0001
12844,279,0.0006,3,0.0001
12845,279,0.0006,3,0.0001
12846,279,0.0006,3,0.0001
12847,279,0.0006,3,0.0001
12848,279,0.0006,3,0.0001
12849,279,0.0006,3,0.0001
12850,279,0.0006,3,0.0001
12852,279,0.0006,3,0.0001
12853,279,0.0006,3,0.0001
12854,279,0.0006,3,0.0001
12855,279,0.0006,3,0.0001
12856,279,0.0006,3,0.0001
12857,279,0.0006,3,0.0001
12858,279,0.0006,3,0.0001
12859,279,0.0006,3,0.0001
12860,279,0.0006,3,0.0001
12861,279,0.0006,18,0.0009
12863,279,0.0006,18,0.0009
12866,279,0.0006,18,0.0009
12867,279,0.0006,18,0.0009
12868,279,0.0006,18,0.0009
12869,279,0.0006,18,0.0009
12870,279,0.0006,18,0.0009
12872,279,0.0006,18,0.0009
12873,279,0.0006,18,0.0009
12874,279,0.0006,18,0.0009
12875,279,0.0006,18,0.0009
12876,279,0.0006,18,0.0009
12877,279,0.0006,18,0.0009
12878,279,0.0006,18,0.0009
12879,279,0.0006,18,0.0009
12880,279,0.0006,18,0.0009
12881,279,0.0006,18,0.0009
12882,279,0.0006,18,0.0009
12883,279,0.0006,30,0.0015
12884,279,0.0006,30,0.0015
12885,279,0.0006,30,0.0015
12886,279,0.0006,30,0.0015
12890,279,0.0006,30,0.0015
12891,279,0.0006,30,0.0015
12892,279,0.0006,30,0.0015
12893,279,0.0006,30,0.0015
12895,279,0.0006,18,0.0011
12898,279,0.0006,18,0.0011
12899,279,0.0006,18,0.0011
12903,279,0.0006,18,0.0011
12904,279,0.0006,18,0.0011
12905,279,0.0006,18,0.0011
12907,279,0.0006,18,0.0011
12908,279,0.0006,18,0.0011
12909,279,0.0006,18,0.0011
12911,279,0.0006,40,0.0015
12913,279,0.0006,40,0.0015
12914,279,0.0006,40,0.0015
12918,279,0.0006,40,0.0015
12919,279,0.0006,40,0.0015
12920,279,0.0006,40,0.0015
12921,279,0.0006,40,0.0015
12922,279,0.0006,40,0.0015
12923,279,0.0006,40,0.0015
12924,279,0.0006,40,0.0015
12925,279,0.0006,40,0.0015
12926,279,0.0006,40,0.0015
12927,279,0.0006,40,0.0015
12928,279,0.0006,2,0.0002
12929,279,0.0006,2,0.0002
12930,279,0.0006,2,0.0002
12931,279,0.0006,2,0.0002
12932,279,0.0006,2,0.0002
12933,279,0.0006,2,0.0002
12934,279,0.0006,1,0.0003
12935,279,0.0006,1,0.0003
12938,279,0.0006,1,0.0003
12939,279,0.0006,1,0.0003
12941,279,0.0006,4,0.0009
12942,279,0.0006,4,0.0009
12944,279,0.0006,4,0.0009
12945,279,0.0006,4,0.0009
12946,279,0.0006,4,0.0009
12947,279,0.0006,4,0.0009
12949,279,0.0006,3,0.0005
12951,279,0.0006,3,0.0005
12954,279,0.0006,0,0.0000
12955,279,0.0006,0,0.0000
12957,279,0.0006,0,0.0000
12959,279,0.0006,0,0.0000
12960,279,0.0006,0,0.0000
12961,279,0.0006,0,0.0000
12962,279,0.0006,0,0.0000
12964,279,0.0006,5,0.0005
12965,279,0.0006,5,0.0005
12966,279,0.0006,5,0.0005
12967,279,0.0006,5,0.0005
12968,279,0.0006,5,0.0005
12969,279,0.0006,5,0.0005
12970,279,0.0006,5,0.0005
12975,279,0.0006,4,0.0007
12976,279,0.0006,4,0.0007
12977,279,0.0006,125,0.0005
12978,279,0.0006,125,0.0005
12979,279,0.0006,125,0.0005
12980,279,0.0006,3,0.0001
12981,279,0.0006,125,0.0005
12982,279,0.0006,125,0.0005
12984,279,0.0006,125,0.0005
12985,279,0.0006,125,0.0005
12986,279,0.0006,125,0.0005
12987,279,0.0006,125,0.0005
12988,279,0.0006,125,0.0005
12990,279,0.0006,125,0.0005
12991,279,0.0006,125,0.0005
12992,279,0.0006,125,0.0005
12993,279,0.0006,125,0.0005
12994,279,0.0006,125,0.0005
12995,279,0.0006,125,0.0005
12996,279,0.0006,125,0.0005
12998,279,0.0006,125,0.0005
13000,279,0.0006,125,0.0005
13001,279,0.0006,125,0.0005
13002,279,0.0006,125,0.0005
13003,404,0.0005,39,0.0004
13004,279,0.0006,125,0.0005
13005,279,0.0006,125,0.0005
13006,279,0.0006,125,0.0005
13007,279,0.0006,125,0.0005
13008,279,0.0006,125,0.0005
13009,279,0.0006,125,0.0005
13012,279,0.0006,125,0.0005
13013,279,0.0006,125,0.0005
13014,279,0.0006,125,0.0005
13015,279,0.0006,125,0.0005
13016,80,0.0004,0,0.0000
13017,279,0.0006,125,0.0005
13018,279,0.0006,125,0.0005
13019,279,0.0006,125,0.0005
13020,279,0.0006,125,0.0005
13021,279,0.0006,125,0.0005
13022,279,0.0006,125,0.0005
13023,279,0.0006,125,0.0005
13025,279,0.0006,125,0.0005
13026,279,0.0006,125,0.0005
13027,279,0.0006,125,0.0005
13028,279,0.0006,125,0.0005
13029,279,0.0006,125,0.0005
13030,279,0.0006,125,0.0005
13031,279,0.0006,125,0.0005
13032,279,0.0006,125,0.0005
13033,279,0.0006,125,0.0005
13034,279,0.0006,125,0.0005
13035,279,0.0006,125,0.0005
13036,279,0.0006,125,0.0005
13037,279,0.0006,125,0.0005
13038,279,0.0006,125,0.0005
13039,279,0.0006,125,0.0005
13040,279,0.0006,125,0.0005
13041,279,0.0006,125,0.0005
13042,279,0.0006,125,0.0005
13043,279,0.0006,125,0.0005
13044,279,0.0006,125,0.0005
13045,279,0.0006,125,0.0005
13046,279,0.0006,125,0.0005
13047,279,0.0006,125,0.0005
13048,279,0.0006,125,0.0005
13049,279,0.0006,125,0.0005
13050,279,0.0006,125,0.0005
13051,279,0.0006,125,0.0005
13052,279,0.0006,125,0.0005
13053,279,0.0006,125,0.0005
13054,279,0.0006,125,0.0005
13055,279,0.0006,125,0.0005
13056,279,0.0006,125,0.0005
13057,279,0.0006,125,0.0005
13059,279,0.0006,125,0.0005
13060,279,0.0006,125,0.0005
13061,279,0.0006,125,0.0005
13062,279,0.0006,125,0.0005
13063,279,0.0006,125,0.0005
13064,279,0.0006,125,0.0005
13065,279,0.0006,125,0.0005
13066,279,0.0006,125,0.0005
13067,279,0.0006,125,0.0005
13068,279,0.0006,125,0.0005
13069,279,0.0006,125,0.0005
13070,279,0.0006,125,0.0005
13071,279,0.0006,125,0.0005
13072,279,0.0006,125,0.0005
13073,279,0.0006,125,0.0005
13074,279,0.0006,125,0.0005
13075,279,0.0006,125,0.0005
13076,279,0.0006,125,0.0005
13077,279,0.0006,125,0.0005
13079,279,0.0006,125,0.0005
13080,279,0.0006,125,0.0005
13081,279,0.0006,125,0.0005
13082,279,0.0006,125,0.0005
13083,279,0.0006,125,0.0005
13084,279,0.0006,125,0.0005
13085,279,0.0006,125,0.0005
13086,279,0.0006,125,0.0005
13087,279,0.0006,125,0.0005
13088,279,0.0006,125,0.0005
13089,279,0.0006,125,0.0005
13090,279,0.0006,125,0.0005
13091,279,0.0006,125,0.0005
13092,279,0.0006,125,0.0005
13093,279,0.0006,125,0.0005
13094,279,0.0006,125,0.0005
13095,279,0.0006,125,0.0005
13096,279,0.0006,125,0.0005
13097,279,0.0006,4,0.0003
13098,279,0.0006,4,0.0003
13099,279,0.0006,4,0.0003
13100,279,0.0006,4,0.0003
13101,279,0.0006,4,0.0003
13102,279,0.0006,4,0.0003
13104,279,0.0006,4,0.0003
13105,279,0.0006,4,0.0003
13106,279,0.0006,4,0.0003
13107,279,0.0006,4,0.0003
13111,279,0.0006,1,0.0001
13118,279,0.0006,1,0.0001
13122,279,0.0006,1,0.0001
13125,279,0.0006,1,0.0001
13126,279,0.0006,1,0.0001
13127,279,0.0006,0,0.0000
13128,279,0.0006,0,0.0000
13129,279,0.0006,0,0.0000
13130,279,0.0006,0,0.0000
13131,279,0.0006,0,0.0000
13132,94,0.0005,0,0.0000
13136,94,0.0005,8,0.0007
13139,94,0.0005,8,0.0007
13140,94,0.0005,8,0.0007
13141,94,0.0005,8,0.0007
13142,94,0.0005,8,0.0007
13144,94,0.0005,8,0.0007
