A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
10001,174,0.0005,51,0.0004
10002,174,0.0005,51,0.0004
10003,174,0.0005,51,0.0004
10004,174,0.0005,51,0.0004
10005,80,0.0004,3,0.0004
10006,174,0.0005,51,0.0004
10007,174,0.0005,51,0.0004
10008,174,0.0005,51,0.0004
10010,174,0.0005,51,0.0004
10011,174,0.0005,51,0.0004
10012,174,0.0005,51,0.0004
10013,174,0.0005,51,0.0004
10014,174,0.0005,51,0.0004
10015,174,0.0005,51,0.0004
10016,174,0.0005,51,0.0004
10017,174,0.0005,51,0.0004
10018,210,0.0006,15,0.0011
10019,174,0.0005,51,0.0004
10020,174,0.0005,51,0.0004
10021,174,0.0005,51,0.0004
10022,174,0.0005,51,0.0004
10023,174,0.0005,51,0.0004
10024,174,0.0005,51,0.0004
10025,174,0.0005,51,0.0004
10026,174,0.0005,51,0.0004
10027,174,0.0005,51,0.0004
10029,174,0.0005,51,0.0004
10031,174,0.0005,51,0.0004
10032,174,0.0005,51,0.0004
10033,174,0.0005,51,0.0004
10035,404,0.0005,51,0.0004
10037,174,0.0005,51,0.0004
10038,174,0.0005,51,0.0004
10039,174,0.0005,51,0.0004
10041,263,0.0006,18,0.0003
10042,174,0.0005,51,0.0004
10044,174,0.0005,51,0.0004
10045,174,0.0005,51,0.0004
10048,174,0.0005,51,0.0004
10049,80,0.0004,0,0.0000
10050,404,0.0005,51,0.0004
10051,279,0.0006,125,0.0005
10052,174,0.0005,51,0.0004
10053,174,0.0005,51,0.0004
10056,174,0.0005,5,0.0006
10057,982,0.0006,97,0.0003
10058,404,0.0005,9,0.0006
10059,174,0.0005,7,0.0001
10060,174,0.0005,5,0.0006
10061,174,0.0005,5,0.0006
10062,174,0.0005,36,0.0011
10063,174,0.0005,36,0.0011
10064,174,0.0005,36,0.0011
10065,982,0.0006,92,0.0005
10066,174,0.0005,36,0.0011
10067,174,0.0005,36,0.0011
10068,982,0.0006,68,0.0005
10069,174,0.0005,36,0.0011
10070,174,0.0005,36,0.0011
10071,174,0.0005,36,0.0011
10073,174,0.0005,36,0.0011
10074,174,0.0005,51,0.0004
10075,174,0.0005,36,0.0011
10076,174,0.0005,36,0.0011
10077,174,0.0005,36,0.0011
10078,174,0.0005,36,0.0011
10079,174,0.0005,36,0.0011
10080,279,0.0006,125,0.0005
10081,174,0.0005,36,0.0011
10082,174,0.0005,36,0.0011
10083,174,0.0005,36,0.0011
10084,218,0.0006,24,0.0007
10085,174,0.0005,4,0.0003
10086,982,0.0006,97,0.0003
10087,174,0.0005,4,0.0003
10088,80,0.0004,6,0.0006
10089,265,0.0004,33,0.0008
10090,174,0.0005,4,0.0003
10091,174,0.0005,4,0.0003
10092,263,0.0006,6,0.0002
10093,263,0.0006,6,0.0002
10094,174,0.0005,4,0.0003
10095,174,0.0005,4,0.0003
10096,982,0.0006,97,0.0003
10097,174,0.0005,14,0.0013
10098,174,0.0005,14,0.0013
10099,174,0.0005,8,0.0004
10101,174,0.0005,8,0.0004
10102,80,0.0004,0,0.0000
10103,94,0.0005,6,0.0012
10104,210,0.0006,55,0.0007
10105,174,0.0005,8,0.0004
10106,265,0.0004,24,0.0003
10107,210,0.0006,36,0.0007
10108,174,0.0005,12,0.0004
10109,174,0.0005,12,0.0004
10110,174,0.0005,12,0.0004
10111,174,0.0005,12,0.0004
10112,174,0.0005,12,0.0004
10113,174,0.0005,12,0.0004
10114,174,0.0005,12,0.0004
10115,174,0.0005,12,0.0004
10116,79,0.0005,4,0.0006
10117,174,0.0005,14,0.0013
10118,174,0.0005,12,0.0004
10119,174,0.0005,12,0.0004
10120,174,0.0005,12,0.0004
10121,174,0.0005,12,0.0004
10122,174,0.0005,12,0.0004
10123,982,0.0006,92,0.0005
10124,263,0.0006,18,0.0003
10125,174,0.0005,7,0.0001
10126,128,0.0005,18,0.0003
10127,174,0.0005,7,0.0001
10128,404,0.0005,14,0.0015
10129,174,0.0005,7,0.0001
10130,404,0.0005,39,0.0004
10131,174,0.0005,7,0.0001
10132,174,0.0005,7,0.0001
10133,210,0.0006,0,0.0000
10134,174,0.0005,7,0.0001
10136,174,0.0005,7,0.0001
10137,218,0.0006,0,0.0000
10138,174,0.0005,7,0.0001
10139,174,0.0005,7,0.0001
10140,982,0.0006,69,0.0005
10141,174,0.0005,7,0.0001
10142,174,0.0005,7,0.0001
10143,174,0.0005,7,0.0001
10144,404,0.0005,31,0.0002
10145,174,0.0005,7,0.0001
10146,174,0.0005,7,0.0001
10147,174,0.0005,7,0.0001
10148,174,0.0005,7,0.0001
10149,174,0.0005,3,0.0003
10150,174,0.0005,3,0.0003
10151,174,0.0005,3,0.0003
10152,174,0.0005,3,0.0003
10153,174,0.0005,3,0.0003
10154,174,0.0005,3,0.0003
10155,174,0.0005,3,0.0003
10156,174,0.0005,4,0.0005
10157,174,0.0005,4,0.0005
10159,174,0.0005,4,0.0005
10160,982,0.0006,54,0.0005
10161,263,0.0006,32,0.0016
10162,982,0.0006,220,0.0009
10164,174,0.0005,22,0.0007
10165,79,0.0005,0,0.0000
10166,174,0.0005,22,0.0007
10167,174,0.0005,22,0.0007
10168,174,0.0005,22,0.0007
10169,174,0.0005,22,0.0007
10170,174,0.0005,22,0.0007
10173,174,0.0005,22,0.0007
10174,128,0.0005,1,0.0002
10176,174,0.0005,8,0.0007
10177,174,0.0005,8,0.0007
10178,174,0.0005,8,0.0007
10179,174,0.0005,8,0.0007
10182,265,0.0004,11,0.0004
10183,265,0.0004,11,0.0004
10184,265,0.0004,11,0.0004
10185,265,0.0004,11,0.0004
10186,265,0.0004,11,0.0004
10187,265,0.0004,11,0.0004
10188,265,0.0004,11,0.0004
10189,265,0.0004,11,0.0004
10190,265,0.0004,11,0.0004
10191,265,0.0004,87,0.0003
10192,265,0.0004,11,0.0004
10193,265,0.0004,11,0.0004
10194,265,0.0004,11,0.0004
10195,265,0.0004,11,0.0004
10196,265,0.0004,11,0.0004
10197,265,0.0004,11,0.0004
10198,265,0.0004,11,0.0004
10199,265,0.0004,33,0.0008
10200,265,0.0004,33,0.0008
10201,265,0.0004,33,0.0008
10202,265,0.0004,33,0.0008
10203,404,0.0005,51,0.0004
10204,265,0.0004,33,0.0008
10206,80,0.0004,0,0.0000
10207,265,0.0004,33,0.0008
10208,265,0.0004,33,0.0008
10209,265,0.0004,33,0.0008
10210,404,0.0005,39,0.0004
10211,265,0.0004,33,0.0008
10213,265,0.0004,33,0.0008
10215,265,0.0004,33,0.0008
10216,265,0.0004,33,0.0008
10217,265,0.0004,87,0.0003
10218,265,0.0004,33,0.0008
10219,982,0.0006,220,0.0009
10220,265,0.0004,33,0.0008
10221,265,0.0004,12,0.0004
10222,265,0.0004,33,0.0008
10223,982,0.0006,68,0.0005
10224,265,0.0004,33,0.0008
10225,265,0.0004,33,0.0008
10226,265,0.0004,33,0.0008
10227,265,0.0004,33,0.0008
10228,265,0.0004,33,0.0008
10229,265,0.0004,33,0.0008
10230,265,0.0004,33,0.0008
10231,265,0.0004,33,0.0008
10233,265,0.0004,68,0.0008
10234,265,0.0004,68,0.0008
10235,404,0.0005,4,0.0005
10236,265,0.0004,68,0.0008
10237,265,0.0004,68,0.0008
10239,265,0.0004,68,0.0008
10240,265,0.0004,68,0.0008
10242,265,0.0004,68,0.0008
10243,265,0.0004,68,0.0008
10244,265,0.0004,68,0.0008
10245,265,0.0004,68,0.0008
10246,982,0.0006,32,0.0002
10247,265,0.0004,68,0.0008
10249,265,0.0004,68,0.0008
10250,265,0.0004,68,0.0008
10251,265,0.0004,68,0.0008
10252,265,0.0004,68,0.0008
10253,265,0.0004,68,0.0008
10254,265,0.0004,68,0.0008
10255,265,0.0004,68,0.0008
10256,265,0.0004,68,0.0008
10257,265,0.0004,68,0.0008
10258,265,0.0004,68,0.0008
10262,265,0.0004,68,0.0008
10263,265,0.0004,68,0.0008
10265,265,0.0004,68,0.0008
10266,265,0.0004,68,0.0008
10267,265,0.0004,68,0.0008
10268,265,0.0004,68,0.0008
10269,265,0.0004,68,0.0008
10270,265,0.0004,68,0.0008
10271,265,0.0004,68,0.0008
10272,265,0.0004,68,0.0008
10273,265,0.0004,68,0.0008
10274,265,0.0004,68,0.0008
10275,265,0.0004,12,0.0004
10276,265,0.0004,12,0.0004
10277,265,0.0004,87,0.0003
10278,265,0.0004,12,0.0004
10279,265,0.0004,12,0.0004
10280,265,0.0004,12,0.0004
10281,265,0.0004,12,0.0004
10282,265,0.0004,12,0.0004
10283,265,0.0004,12,0.0004
10284,265,0.0004,12,0.0004
10285,265,0.0004,12,0.0004
10286,265,0.0004,12,0.0004
10287,265,0.0004,12,0.0004
10288,265,0.0004,12,0.0004
10289,265,0.0004,6,0.0006
10291,265,0.0004,6,0.0006
10292,265,0.0004,6,0.0006
10293,265,0.0004,6,0.0006
10294,265,0.0004,6,0.0006
10295,265,0.0004,0,0.0000
10296,279,0.0006,18,0.0009
10297,94,0.0005,2,0.0002
10298,265,0.0004,24,0.0003
10299,265,0.0004,24,0.0003
10302,87,0.0003,16,0.0009
10303,218,0.0006,3,0.0002
10305,94,0.0005,14,0.0012
10307,265,0.0004,24,0.0003
10308,265,0.0004,13,0.0005
10309,265,0.0004,24,0.0003
10310,174,0.0005,7,0.0001
10311,265,0.0004,24,0.0003
10314,265,0.0004,24,0.0003
10315,83,0.0005,10,0.0012
10317,404,0.0005,5,0.0003
10318,265,0.0004,24,0.0003
10319,265,0.0004,24,0.0003
10320,265,0.0004,24,0.0003
10321,80,0.0004,3,0.0007
10323,265,0.0004,24,0.0003
10324,982,0.0006,92,0.0005
10325,265,0.0004,24,0.0003
10326,265,0.0004,24,0.0003
10327,265,0.0004,24,0.0003
10328,265,0.0004,24,0.0003
10329,265,0.0004,24,0.0003
10331,265,0.0004,24,0.0003
10332,982,0.0006,108,0.0008
10334,265,0.0004,24,0.0003
10335,265,0.0004,24,0.0003
10336,265,0.0004,24,0.0003
10338,265,0.0004,24,0.0003
10341,265,0.0004,24,0.0003
10342,404,0.0005,51,0.0004
10343,265,0.0004,24,0.0003
10344,265,0.0004,24,0.0003
10345,265,0.0004,24,0.0003
10347,265,0.0004,24,0.0003
10348,265,0.0004,24,0.0003
10349,210,0.0006,8,0.0004
10350,265,0.0004,24,0.0003
10351,265,0.0004,24,0.0003
10353,265,0.0004,24,0.0003
10354,279,0.0006,125,0.0005
10355,265,0.0004,24,0.0003
10356,265,0.0004,24,0.0003
10358,265,0.0004,24,0.0003
10359,265,0.0004,24,0.0003
10360,265,0.0004,24,0.0003
10363,265,0.0004,24,0.0003
10365,265,0.0004,24,0.0003
10366,265,0.0004,24,0.0003
10367,265,0.0004,24,0.0003
10368,265,0.0004,24,0.0003
10369,265,0.0004,24,0.0003
10370,265,0.0004,24,0.0003
10371,265,0.0004,24,0.0003
10372,265,0.0004,24,0.0003
10374,265,0.0004,24,0.0003
10375,265,0.0004,24,0.0003
10376,265,0.0004,24,0.0003
10377,265,0.0004,N/A,N/A
10378,404,0.0005,9,0.0002
10379,265,0.0004,N/A,N/A
10380,265,0.0004,68,0.0008
10381,265,0.0004,N/A,N/A
10382,265,0.0004,13,0.0005
10383,265,0.0004,13,0.0005
10384,265,0.0004,13,0.0005
10385,265,0.0004,13,0.0005
10386,404,0.0005,21,0.0007
10388,265,0.0004,87,0.0003
10389,265,0.0004,87,0.0003
10390,265,0.0004,87,0.0003
10391,265,0.0004,87,0.0003
10392,265,0.0004,87,0.0003
10393,94,0.0005,7,0.0003
10395,265,0.0004,87,0.0003
10396,265,0.0004,87,0.0003
10397,404,0.0005,38,0.0007
10398,265,0.0004,87,0.0003
10399,265,0.0004,87,0.0003
10400,982,0.0006,220,0.0009
10401,87,0.0003,6,0.0002
10402,265,0.0004,87,0.0003
10403,265,0.0004,87,0.0003
10404,265,0.0004,87,0.0003
10407,265,0.0004,87,0.0003
10408,265,0.0004,87,0.0003
10409,265,0.0004,87,0.0003
10411,83,0.0005,12,0.0006
10412,265,0.0004,87,0.0003
10414,265,0.0004,87,0.0003
10415,265,0.0004,87,0.0003
10417,265,0.0004,87,0.0003
10418,265,0.0004,87,0.0003
10419,265,0.0004,87,0.0003
10420,265,0.0004,87,0.0003
10421,265,0.0004,87,0.0003
10422,265,0.0004,87,0.0003
10423,265,0.0004,87,0.0003
10424,404,0.0005,39,0.0004
10426,265,0.0004,87,0.0003
10427,263,0.0006,10,0.0004
10428,265,0.0004,87,0.0003
10429,265,0.0004,87,0.0003
10430,265,0.0004,87,0.0003
10431,265,0.0004,87,0.0003
10432,263,0.0006,58,0.0008
10433,265,0.0004,87,0.0003
10434,94,0.0005,0,0.0000
10435,218,0.0006,1,0.0004
10436,265,0.0004,87,0.0003
10437,265,0.0004,87,0.0003
10438,265,0.0004,87,0.0003
10439,265,0.0004,87,0.0003
10440,265,0.0004,87,0.0003
10441,265,0.0004,87,0.0003
10442,265,0.0004,87,0.0003
10443,265,0.0004,87,0.0003
10444,265,0.0004,87,0.0003
10446,265,0.0004,87,0.0003
10447,265,0.0004,87,0.0003
10448,265,0.0004,87,0.0003
10449,265,0.0004,87,0.0003
10450,265,0.0004,87,0.0003
10451,265,0.0004,87,0.0003
10452,265,0.0004,87,0.0003
10453,265,0.0004,87,0.0003
10454,265,0.0004,87,0.0003
10455,265,0.0004,87,0.0003
10456,265,0.0004,87,0.0003
10457,265,0.0004,87,0.0003
10458,265,0.0004,87,0.0003
10459,265,0.0004,87,0.0003
10461,265,0.0004,87,0.0003
10462,265,0.0004,87,0.0003
10463,265,0.0004,87,0.0003
10464,265,0.0004,87,0.0003
10465,265,0.0004,87,0.0003
10466,265,0.0004,87,0.0003
10467,265,0.0004,87,0.0003
10468,265,0.0004,87,0.0003
10469,265,0.0004,87,0.0003
10470,265,0.0004,87,0.0003
10471,265,0.0004,87,0.0003
10472,79,0.0005,24,0.0003
10473,174,0.0005,51,0.0004
10474,404,0.0005,38,0.0007
10475,174,0.0005,36,0.0011
10476,265,0.0004,87,0.0003
10477,265,0.0004,87,0.0003
10478,404,0.0005,51,0.0004
10479,265,0.0004,87,0.0003
10480,265,0.0004,87,0.0003
10481,265,0.0004,87,0.0003
10482,404,0.0005,51,0.0004
10483,265,0.0004,87,0.0003
10484,265,0.0004,87,0.0003
10485,265,0.0004,87,0.0003
10486,265,0.0004,87,0.0003
10487,265,0.0004,87,0.0003
10488,265,0.0004,87,0.0003
10489,265,0.0004,87,0.0003
10490,982,0.0006,108,0.0008
10491,265,0.0004,87,0.0003
10492,265,0.0004,87,0.0003
10493,265,0.0004,87,0.0003
10494,265,0.0004,87,0.0003
10495,265,0.0004,87,0.0003
10496,265,0.0004,87,0.0003
10497,265,0.0004,87,0.0003
10498,265,0.0004,87,0.0003
10499,265,0.0004,3,0.0006
10500,265,0.0004,3,0.0006
10502,265,0.0004,3,0.0006
10503,265,0.0004,3,0.0006
10504,404,0.0005,21,0.0007
10505,982,0.0006,220,0.0009
10506,265,0.0004,87,0.0003
10507,265,0.0004,3,0.0006
10510,265,0.0004,2,0.0003
10512,265,0.0004,2,0.0003
10513,265,0.0004,2,0.0003
10515,404,0.0005,9,0.0002
10516,263,0.0006,32,0.0016
10521,265,0.0004,6,0.0003
10522,265,0.0004,6,0.0003
10523,265,0.0004,6,0.0003
10524,265,0.0004,6,0.0003
10525,265,0.0004,6,0.0003
10526,265,0.0004,6,0.0003
10527,265,0.0004,6,0.0003
10528,265,0.0004,6,0.0003
10529,982,0.0006,220,0.0009
10531,982,0.0006,108,0.0008
10534,265,0.0004,6,0.0003
10535,265,0.0004,6,0.0003
10536,265,0.0004,6,0.0003
10537,265,0.0004,6,0.0003
10539,404,0.0005,31,0.0002
10540,265,0.0004,6,0.0003
10541,265,0.0004,6,0.0003
10542,265,0.0004,6,0.0003
10543,265,0.0004,6,0.0003
10544,263,0.0006,12,0.0002
10545,263,0.0006,12,0.0002
10546,263,0.0006,12,0.0002
10548,263,0.0006,12,0.0002
10549,263,0.0006,12,0.0002
10550,263,0.0006,12,0.0002
10551,263,0.0006,12,0.0002
10552,263,0.0006,12,0.0002
10553,263,0.0006,12,0.0002
10555,87,0.0003,7,0.0002
10556,263,0.0006,12,0.0002
10557,982,0.0006,4,0.0002
10558,263,0.0006,12,0.0002
10559,263,0.0006,12,0.0002
10560,263,0.0006,12,0.0002
10561,263,0.0006,12,0.0002
10562,263,0.0006,12,0.0002
10563,263,0.0006,12,0.0002
10564,263,0.0006,12,0.0002
10565,263,0.0006,12,0.0002
10566,263,0.0006,12,0.0002
10567,263,0.0006,12,0.0002
10568,263,0.0006,12,0.0002
10569,263,0.0006,12,0.0002
10570,263,0.0006,12,0.0002
10571,404,0.0005,21,0.0007
10572,263,0.0006,44,0.0012
10573,263,0.0006,44,0.0012
10574,263,0.0006,44,0.0012
10575,263,0.0006,44,0.0012
10576,263,0.0006,44,0.0012
10577,263,0.0006,44,0.0012
10578,263,0.0006,44,0.0012
10579,263,0.0006,44,0.0012
10580,263,0.0006,44,0.0012
10581,404,0.0005,9,0.0006
10582,263,0.0006,44,0.0012
10583,263,0.0006,44,0.0012
10585,263,0.0006,44,0.0012
10586,263,0.0006,44,0.0012
10587,263,0.0006,44,0.0012
10588,263,0.0006,4,0.0004
10589,263,0.0006,4,0.0004
10590,263,0.0006,4,0.0004
10593,404,0.0005,39,0.0004
10594,263,0.0006,4,0.0004
10595,404,0.0005,31,0.0002
10596,263,0.0006,0,0.0000
10598,982,0.0006,220,0.0009
10599,982,0.0006,220,0.0009
10600,982,0.0006,54,0.0005
10601,263,0.0006,8,0.0008
10602,263,0.0006,8,0.0008
10603,263,0.0006,8,0.0008
10605,263,0.0006,8,0.0008
10606,263,0.0006,8,0.0008
10607,982,0.0006,92,0.0005
10608,263,0.0006,8,0.0008
10609,982,0.0006,220,0.0009
10611,263,0.0006,32,0.0006
10612,982,0.0006,68,0.0005
10613,982,0.0006,68,0.0005
10614,263,0.0006,58,0.0008
10615,263,0.0006,58,0.0008
10616,174,0.0005,8,0.0004
10617,263,0.0006,58,0.0008
10618,263,0.0006,58,0.0008
10620,263,0.0006,58,0.0008
10621,263,0.0006,58,0.0008
10622,263,0.0006,58,0.0008
10623,263,0.0006,58,0.0008
10624,263,0.0006,58,0.0008
10625,263,0.0006,58,0.0008
10626,263,0.0006,58,0.0008
10627,263,0.0006,58,0.0008
10628,279,0.0006,125,0.0005
10629,263,0.0006,58,0.0008
10630,263,0.0006,58,0.0008
10631,263,0.0006,58,0.0008
10632,263,0.0006,58,0.0008
10633,263,0.0006,32,0.0016
10634,263,0.0006,58,0.0008
10635,263,0.0006,58,0.0008
10636,263,0.0006,58,0.0008
10637,263,0.0006,12,0.0002
10638,263,0.0006,58,0.0008
10639,263,0.0006,58,0.0008
10640,263,0.0006,10,0.0004
10641,263,0.0006,10,0.0004
10643,263,0.0006,10,0.0004
10644,263,0.0006,10,0.0004
10645,263,0.0006,10,0.0004
10646,263,0.0006,10,0.0004
10647,263,0.0006,10,0.0004
10649,263,0.0006,10,0.0004
10650,982,0.0006,54,0.0005
10651,982,0.0006,108,0.0008
10653,263,0.0006,10,0.0004
10655,982,0.0006,220,0.0009
10656,263,0.0006,10,0.0004
10657,263,0.0006,10,0.0004
10658,263,0.0006,10,0.0004
10659,263,0.0006,10,0.0004
10660,263,0.0006,32,0.0006
10661,263,0.0006,32,0.0006
10663,263,0.0006,32,0.0006
10664,404,0.0005,31,0.0002
10667,263,0.0006,32,0.0006
10668,404,0.0005,38,0.0009
10669,263,0.0006,32,0.0006
10670,404,0.0005,51,0.0004
10671,263,0.0006,32,0.0006
10672,263,0.0006,32,0.0006
10674,263,0.0006,32,0.0006
10675,279,0.0006,9,0.0003
10676,263,0.0006,32,0.0006
10677,263,0.0006,32,0.0006
10678,263,0.0006,32,0.0006
10679,404,0.0005,31,0.0002
10680,263,0.0006,17,0.0015
10681,263,0.0006,17,0.0015
10682,263,0.0006,17,0.0015
10683,263,0.0006,3,0.0005
10684,80,0.0004,15,0.0005
10685,404,0.0005,39,0.0004
10687,263,0.0006,N/A,N/A
10688,263,0.0006,N/A,N/A
10689,263,0.0006,N/A,N/A
10690,263,0.0006,N/A,N/A
10691,263,0.0006,N/A,N/A
10692,263,0.0006,58,0.0008
10693,263,0.0006,32,0.0016
10694,263,0.0006,32,0.0016
10695,263,0.0006,32,0.0016
10696,263,0.0006,32,0.0016
10697,263,0.0006,32,0.0016
10698,263,0.0006,32,0.0016
10699,263,0.0006,32,0.0016
10700,263,0.0006,3,0.0003
10701,265,0.0004,13,0.0005
10702,210,0.0006,36,0.0007
10703,263,0.0006,32,0.0006
10704,263,0.0006,16,0.0021
10705,404,0.0005,4,0.0005
10706,263,0.0006,16,0.0021
10707,174,0.0005,12,0.0004
10708,982,0.0006,34,0.0007
10710,263,0.0006,18,0.0003
10711,982,0.0006,69,0.0005
10712,982,0.0006,68,0.0005
10713,263,0.0006,N/A,N/A
10714,263,0.0006,18,0.0003
10715,263,0.0006,18,0.0003
10716,263,0.0006,18,0.0003
10717,263,0.0006,18,0.0003
10718,263,0.0006,18,0.0003
10719,982,0.0006,108,0.0008
10720,263,0.0006,18,0.0003
10721,263,0.0006,18,0.0003
10722,982,0.0006,31,0.0012
10723,263,0.0006,18,0.0003
10725,263,0.0006,18,0.0003
10726,265,0.0004,87,0.0003
10727,263,0.0006,18,0.0003
10728,263,0.0006,18,0.0003
10729,263,0.0006,18,0.0003
10730,263,0.0006,18,0.0003
10732,263,0.0006,18,0.0003
10733,263,0.0006,18,0.0003
10734,263,0.0006,18,0.0003
10735,263,0.0006,18,0.0003
10736,263,0.0006,18,0.0003
10737,263,0.0006,18,0.0003
10738,263,0.0006,18,0.0003
10739,263,0.0006,18,0.0003
10740,263,0.0006,18,0.0003
10741,263,0.0006,18,0.0003
10742,263,0.0006,18,0.0003
10743,263,0.0006,18,0.0003
10745,263,0.0006,6,0.0002
10746,263,0.0006,6,0.0002
10747,263,0.0006,6,0.0002
10748,263,0.0006,6,0.0002
10749,263,0.0006,6,0.0002
10750,263,0.0006,6,0.0002
10751,80,0.0004,4,0.0005
10752,80,0.0004,4,0.0005
10753,80,0.0004,4,0.0005
10756,80,0.0004,4,0.0005
10757,80,0.0004,4,0.0005
10758,80,0.0004,4,0.0005
10760,80,0.0004,4,0.0005
10761,80,0.0004,4,0.0005
10762,80,0.0004,4,0.0005
10763,80,0.0004,4,0.0005
10764,80,0.0004,4,0.0005
10765,80,0.0004,0,0.0000
10766,80,0.0004,1,0.0009
10767,80,0.0004,1,0.0009
10768,80,0.0004,1,0.0002
10769,80,0.0004,1,0.0002
10770,80,0.0004,1,0.0002
10771,80,0.0004,1,0.0002
10772,80,0.0004,1,0.0002
10773,80,0.0004,1,0.0002
10775,80,0.0004,1,0.0002
10777,80,0.0004,1,0.0002
10778,80,0.0004,0,0.0000
10779,80,0.0004,0,0.0000
10780,80,0.0004,0,0.0000
10781,80,0.0004,0,0.0000
10782,80,0.0004,0,0.0000
10783,80,0.0004,0,0.0000
10784,80,0.0004,0,0.0000
10785,80,0.0004,0,0.0000
10786,80,0.0004,2,0.0003
10787,404,0.0005,38,0.0007
10788,80,0.0004,2,0.0003
10789,80,0.0004,2,0.0003
10791,80,0.0004,2,0.0003
10792,80,0.0004,2,0.0003
10793,80,0.0004,2,0.0003
10794,80,0.0004,2,0.0003
10795,80,0.0004,15,0.0005
10796,80,0.0004,15,0.0005
10797,80,0.0004,15,0.0005
10798,80,0.0004,15,0.0005
10799,80,0.0004,15,0.0005
10800,80,0.0004,15,0.0005
10801,80,0.0004,15,0.0005
10802,80,0.0004,15,0.0005
10803,80,0.0004,15,0.0005
10805,279,0.0006,125,0.0005
10806,80,0.0004,15,0.0005
10807,80,0.0004,2,0.0003
10808,80,0.0004,15,0.0005
10809,80,0.0004,15,0.0005
10810,80,0.0004,15,0.0005
10811,80,0.0004,15,0.0005
10812,80,0.0004,15,0.0005
10813,80,0.0004,15,0.0005
10814,80,0.0004,15,0.0005
10815,80,0.0004,15,0.0005
10816,80,0.0004,15,0.0005
10817,80,0.0004,15,0.0005
10818,80,0.0004,15,0.0005
10819,80,0.0004,15,0.0005
10820,80,0.0004,15,0.0005
10822,80,0.0004,15,0.0005
10824,80,0.0004,15,0.0005
10825,80,0.0004,5,0.0010
10826,80,0.0004,5,0.0010
10827,80,0.0004,5,0.0010
10828,80,0.0004,5,0.0010
10829,80,0.0004,5,0.0010
10830,982,0.0006,25,0.0004
10831,80,0.0004,5,0.0010
10832,80,0.0004,5,0.0010
10833,80,0.0004,5,0.0010
10834,80,0.0004,5,0.0010
10835,80,0.0004,0,0.0000
10836,80,0.0004,0,0.0000
10837,80,0.0004,0,0.0000
10839,80,0.0004,4,0.0003
10840,80,0.0004,4,0.0003
10841,80,0.0004,4,0.0003
10842,80,0.0004,4,0.0003
10843,80,0.0004,4,0.0003
10844,80,0.0004,4,0.0003
10845,80,0.0004,4,0.0003
10846,982,0.0006,69,0.0005
10847,80,0.0004,4,0.0003
10848,80,0.0004,4,0.0003
10849,80,0.0004,4,0.0003
10850,263,0.0006,32,0.0006
10851,80,0.0004,1,0.0002
10852,80,0.0004,1,0.0002
10853,80,0.0004,1,0.0002
10854,982,0.0006,68,0.0005
10855,80,0.0004,1,0.0002
10856,80,0.0004,1,0.0002
10857,80,0.0004,7,0.0005
10860,80,0.0004,7,0.0005
10862,80,0.0004,7,0.0005
10863,80,0.0004,7,0.0005
10864,80,0.0004,7,0.0005
10865,80,0.0004,7,0.0005
10866,80,0.0004,7,0.0005
10869,80,0.0004,7,0.0005
10870,80,0.0004,7,0.0005
10872,80,0.0004,7,0.0005
10873,80,0.0004,7,0.0007
10874,80,0.0004,7,0.0007
10877,80,0.0004,7,0.0007
10878,80,0.0004,7,0.0007
10881,80,0.0004,7,0.0007
10882,80,0.0004,7,0.0007
10883,80,0.0004,7,0.0007
10884,80,0.0004,7,0.0007
10885,80,0.0004,7,0.0007
10886,80,0.0004,7,0.0007
10887,80,0.0004,7,0.0007
10889,80,0.0004,0,0.0000
10890,80,0.0004,0,0.0000
10891,80,0.0004,0,0.0000
10892,80,0.0004,0,0.0000
10893,80,0.0004,15,0.0005
10894,80,0.0004,15,0.0005
10896,80,0.0004,15,0.0005
10898,80,0.0004,15,0.0005
10900,80,0.0004,15,0.0005
10901,80,0.0004,15,0.0005
10902,80,0.0004,15,0.0005
10904,80,0.0004,15,0.0005
10906,80,0.0004,15,0.0005
10907,80,0.0004,15,0.0005
10911,80,0.0004,15,0.0005
10912,80,0.0004,15,0.0005
10913,80,0.0004,15,0.0005
10915,80,0.0004,15,0.0005
10916,80,0.0004,15,0.0005
10917,80,0.0004,15,0.0005
10918,80,0.0004,15,0.0005
10919,80,0.0004,15,0.0005
10920,80,0.0004,15,0.0005
10921,80,0.0004,15,0.0005
10922,80,0.0004,15,0.0005
10923,80,0.0004,15,0.0005
10924,80,0.0004,15,0.0005
10925,80,0.0004,15,0.0005
10926,80,0.0004,15,0.0005
10927,80,0.0004,0,0.0000
10928,80,0.0004,0,0.0000
10929,80,0.0004,0,0.0000
10930,80,0.0004,0,0.0000
10931,80,0.0004,0,0.0000
10932,80,0.0004,0,0.0000
10934,80,0.0004,N/A,N/A
10935,80,0.0004,0,0.0000
10936,80,0.0004,0,0.0000
10937,80,0.0004,0,0.0000
10938,80,0.0004,0,0.0000
10939,80,0.0004,3,0.0007
10940,80,0.0004,3,0.0007
10941,80,0.0004,3,0.0007
10942,80,0.0004,6,0.0006
